roll_no,name,course,semester,attendance_pct,avg_marks,lms_engagement_score,risk_score
CS2419,Student 420,Electrical,3,74.1,72.1,9.1,39.7
CS2420,Student 421,Mechanical,4,77.7,59.4,66.4,31.9
CS2421,Student 422,Electrical,4,94.3,71.6,53.7,22.9
CS2422,Student 423,Computer Science,4,51.0,83.3,8.1,44.7
CS2423,Student 424,Civil,4,73.2,37.5,29.4,49.8
CS2424,Student 425,Civil,5,47.5,49.0,0.6,61.3
CS2425,Student 426,Computer Science,4,81.6,25.1,4.1,56.5
CS2426,Student 427,Electrical,4,35.2,57.2,27.9,57.5
CS2427,Student 428,Mechanical,6,44.0,60.7,83.0,41.5
CS2428,Student 429,Mechanical,3,88.8,64.4,16.0,35.5
CS2429,Student 430,Civil,3,47.2,59.4,13.3,54.7
CS2430,Student 431,Civil,5,99.5,43.2,39.0,35.1
CS2431,Student 432,Electrical,6,59.4,21.8,46.7,58.2
CS2432,Student 433,Mechanical,6,94.9,24.5,23.1,47.6
CS2433,Student 434,Mechanical,6,87.1,43.0,80.9,31.8
CS2434,Student 435,Computer Science,5,56.8,35.0,42.8,54.7
CS2435,Student 436,Civil,3,40.4,66.7,75.9,42.0
CS2436,Student 437,Electrical,4,39.2,29.0,64.6,59.8
CS2437,Student 438,Mechanical,5,33.6,71.5,23.8,53.2
CS2438,Student 439,Computer Science,3,66.3,99.2,21.3,29.5
CS2439,Student 440,Electrical,5,59.9,35.7,96.4,42.5
CS2440,Student 441,Mechanical,5,44.1,89.0,63.5,34.1
CS2441,Student 442,Mechanical,5,75.3,59.2,60.3,34.1
CS2442,Student 443,Mechanical,5,40.6,44.0,46.6,56.8
CS2443,Student 444,Mechanical,5,51.9,81.0,1.0,46.6
CS2444,Student 445,Mechanical,5,84.9,59.0,99.6,22.5
CS2445,Student 446,Mechanical,6,33.5,60.9,65.7,49.1
CS2446,Student 447,Computer Science,6,84.1,54.2,25.4,39.6
CS2447,Student 448,Electrical,3,88.0,66.2,58.6,26.6
CS2448,Student 449,Mechanical,4,69.4,87.4,92.7,18.7
CS2449,Student 450,Mechanical,6,36.0,29.2,9.6,72.0
CS2450,Student 451,Electrical,3,39.0,23.9,44.8,65.9
CS2451,Student 452,Mechanical,5,57.3,59.5,79.3,37.4
CS2452,Student 453,Mechanical,5,82.7,24.0,49.7,47.4
CS2453,Student 454,Civil,4,47.4,37.8,86.5,48.6
CS2454,Student 455,Computer Science,6,87.7,92.0,13.6,25.4
CS2455,Student 456,Civil,6,56.4,99.3,68.9,23.9
CS2456,Student 457,Mechanical,4,91.0,70.6,94.1,16.5
CS2457,Student 458,Mechanical,4,45.6,72.0,41.4,44.7
CS2458,Student 459,Computer Science,4,54.9,65.1,27.2,46.6
CS2459,Student 460,Mechanical,4,50.0,32.2,74.9,52.1
CS2460,Student 461,Computer Science,4,32.1,81.6,49.8,44.6
CS2461,Student 462,Electrical,3,88.5,36.1,70.3,36.1
CS2462,Student 463,Electrical,3,48.5,23.4,7.1,69.8
CS2463,Student 464,Mechanical,5,65.5,68.7,62.4,33.8
CS2464,Student 465,Computer Science,6,85.3,68.6,81.1,22.2
CS2465,Student 466,Mechanical,6,72.3,47.8,3.1,51.3
CS2466,Student 467,Computer Science,3,93.0,27.1,27.7,46.4
CS2467,Student 468,Mechanical,6,56.5,66.1,36.1,43.7
CS2468,Student 469,Civil,4,59.6,89.4,19.4,36.5
CS2469,Student 470,Electrical,4,32.7,21.6,54.1,67.5
CS2470,Student 471,Electrical,4,52.8,52.2,59.6,46.1
CS2471,Student 472,Electrical,6,61.2,35.3,66.8,48.0
CS2472,Student 473,Electrical,4,83.6,22.0,66.2,44.5
CS2473,Student 474,Electrical,6,73.8,80.0,72.2,24.0
CS2474,Student 475,Civil,6,33.8,97.7,11.0,45.2
CS2475,Student 476,Electrical,4,95.9,85.8,50.2,17.3
CS2476,Student 477,Civil,4,85.4,84.8,39.5,24.0
CS2477,Student 478,Mechanical,3,52.6,56.9,87.3,38.7
CS2478,Student 479,Computer Science,5,50.4,50.8,7.7,58.0
CS2479,Student 480,Civil,3,88.2,88.4,99.0,9.6
CS2480,Student 481,Electrical,5,40.6,64.6,39.6,50.0
CS2481,Student 482,Civil,3,69.3,60.7,38.2,40.4
CS2482,Student 483,Civil,3,45.9,31.5,63.2,56.4
CS2483,Student 484,Electrical,5,40.4,97.3,65.1,31.9
CS2484,Student 485,Computer Science,4,40.0,73.6,76.8,39.2
CS2485,Student 486,Mechanical,6,80.9,69.2,97.7,20.4
CS2486,Student 487,Civil,6,86.9,96.1,40.6,18.7
CS2487,Student 488,Computer Science,5,43.1,96.3,37.2,36.8
CS2488,Student 489,Electrical,5,37.9,61.3,90.3,42.3
CS2489,Student 490,Civil,5,78.6,52.8,93.1,28.8
CS2490,Student 491,Electrical,6,70.4,98.9,65.3,19.2
CS2491,Student 492,Computer Science,4,65.8,90.8,43.4,28.7
CS2492,Student 493,Mechanical,5,69.9,99.4,26.7,26.9
CS2493,Student 494,Civil,6,83.4,42.8,33.5,42.8
CS2494,Student 495,Civil,6,56.4,86.4,93.7,24.1
CS2495,Student 496,Mechanical,3,91.8,58.7,33.8,33.0
CS2496,Student 497,Electrical,5,41.8,49.0,72.1,49.3
CS2497,Student 498,Computer Science,6,52.2,47.8,90.8,41.8
CS2498,Student 499,Civil,3,95.3,54.0,85.4,23.2
CS2499,Student 500,Mechanical,6,47.6,57.4,66.3,44.7
CS2500,Student 501,Civil,3,84.6,85.7,9.8,29.9
CS2501,Student 502,Civil,3,36.4,58.6,2.8,61.4
CS2502,Student 503,Computer Science,3,66.5,90.3,11.9,34.9
CS2503,Student 504,Computer Science,6,53.0,92.8,88.1,24.1
CS2504,Student 505,Electrical,5,35.9,76.1,16.2,52.0
CS2505,Student 506,Electrical,6,34.7,21.2,7.4,76.2
CS2506,Student 507,Electrical,3,35.9,87.8,11.4,48.2
CS2507,Student 508,Mechanical,4,60.1,81.2,8.1,41.9
CS2508,Student 509,Electrical,3,68.8,82.5,2.7,38.9
CS2509,Student 510,Civil,5,88.4,77.3,51.9,23.3
CS2510,Student 511,Electrical,6,92.4,95.2,65.2,11.9
CS2511,Student 512,Electrical,5,41.2,42.5,61.8,54.2
CS2512,Student 513,Mechanical,6,93.5,28.6,63.0,38.6
CS2513,Student 514,Mechanical,5,43.8,96.6,91.1,25.6
CS2514,Student 515,Civil,3,98.1,51.3,68.1,26.6
CS2515,Student 516,Civil,6,55.6,84.3,85.9,26.9
CS2516,Student 517,Mechanical,3,37.2,36.2,60.7,58.5
CS2517,Student 518,Mechanical,6,97.8,92.5,21.8,19.5
CS2518,Student 519,Mechanical,5,38.0,32.6,68.0,58.2
CS2519,Student 520,Mechanical,5,51.0,88.4,11.3,42.0
CS2520,Student 521,Civil,4,66.5,43.3,53.7,45.3
CS2521,Student 522,Civil,3,81.2,83.8,54.8,23.0
CS2522,Student 523,Civil,3,79.6,53.2,39.8,38.9
CS2523,Student 524,Electrical,3,31.8,53.0,89.5,48.2
CS2524,Student 525,Electrical,6,47.4,50.6,91.4,42.5
CS2525,Student 526,Computer Science,6,44.9,30.0,28.3,64.4
CS2526,Student 527,Civil,6,57.8,91.3,55.1,29.3
CS2527,Student 528,Mechanical,3,36.8,24.2,5.1,74.6
CS2528,Student 529,Civil,6,60.5,59.8,27.4,46.4
CS2529,Student 530,Mechanical,4,82.3,79.4,36.6,28.0
CS2530,Student 531,Computer Science,5,61.9,57.2,18.9,48.6
CS2531,Student 532,Civil,4,60.9,27.9,41.8,56.1
CS2532,Student 533,Civil,6,86.8,22.7,18.9,52.4
CS2533,Student 534,Computer Science,3,82.1,75.8,91.7,18.5
CS2534,Student 535,Mechanical,4,98.6,31.4,20.8,43.8
CS2535,Student 536,Electrical,3,77.6,83.9,54.8,24.4
CS2536,Student 537,Civil,5,51.4,94.8,23.2,36.9
CS2537,Student 538,Electrical,6,90.7,51.5,76.4,27.8
CS2538,Student 539,Civil,4,60.3,57.8,16.0,49.6
CS2539,Student 540,Electrical,4,76.6,26.4,54.5,47.9
CS2540,Student 541,Civil,4,33.9,28.7,39.9,67.0
CS2541,Student 542,Mechanical,6,55.8,41.8,97.6,41.4
CS2542,Student 543,Computer Science,4,37.4,72.4,26.9,50.7
CS2543,Student 544,Electrical,5,39.4,70.4,2.1,55.7
CS2544,Student 545,Electrical,6,66.1,71.5,58.6,33.2
CS2545,Student 546,Mechanical,3,62.3,79.6,57.5,31.7
CS2546,Student 547,Civil,3,92.1,77.8,19.0,28.2
CS2547,Student 548,Electrical,3,77.2,90.8,67.4,19.3
CS2548,Student 549,Computer Science,5,37.9,23.0,71.2,61.4
CS2549,Student 550,Electrical,4,36.1,90.2,46.4,40.2
CS2550,Student 551,Electrical,3,84.2,75.5,98.1,16.5
CS2551,Student 552,Electrical,5,69.7,91.5,47.9,25.9
CS2552,Student 553,Civil,3,65.2,48.1,92.5,36.2
CS2553,Student 554,Computer Science,3,79.5,55.5,58.3,34.3
CS2554,Student 555,Electrical,3,76.8,81.9,55.0,25.5
CS2555,Student 556,Computer Science,4,90.5,45.0,32.4,39.3
CS2556,Student 557,Civil,4,43.9,33.9,41.9,60.5
CS2557,Student 558,Mechanical,6,73.6,73.7,68.4,27.4
CS2558,Student 559,Electrical,4,91.9,99.5,49.4,13.6
CS2559,Student 560,Civil,3,89.3,27.3,23.1,48.7
CS2560,Student 561,Civil,3,87.8,70.5,22.9,32.1
CS2561,Student 562,Computer Science,6,30.5,32.9,80.6,58.5
CS2562,Student 563,Computer Science,5,67.7,24.2,47.8,53.7
CS2563,Student 564,Civil,3,59.4,48.5,18.4,53.2
CS2564,Student 565,Civil,5,78.3,38.3,18.0,49.8
CS2565,Student 566,Electrical,6,51.2,79.1,7.7,46.3
CS2566,Student 567,Civil,5,97.8,59.2,66.5,23.9
CS2567,Student 568,Mechanical,6,89.1,44.8,36.7,39.1
CS2568,Student 569,Computer Science,3,47.0,89.7,1.5,45.0
CS2569,Student 570,Mechanical,6,42.8,32.8,11.8,67.4
CS2570,Student 571,Civil,3,89.2,44.0,14.5,43.8
CS2571,Student 572,Computer Science,4,30.5,21.1,55.5,68.3
CS2572,Student 573,Electrical,6,85.3,83.0,65.9,19.5
CS2573,Student 574,Mechanical,5,51.1,78.5,11.9,45.8
CS2574,Student 575,Civil,6,44.7,36.4,23.5,62.9
CS2575,Student 576,Electrical,4,99.2,83.6,28.8,21.1
CS2576,Student 577,Computer Science,6,63.6,89.9,50.7,28.5
CS2577,Student 578,Electrical,6,91.4,88.5,83.6,11.3
CS2578,Student 579,Civil,5,91.9,76.3,77.7,17.2
CS2579,Student 580,Mechanical,3,72.3,82.5,30.3,32.0
CS2580,Student 581,Mechanical,4,88.0,46.4,27.7,40.7
CS2581,Student 582,Mechanical,5,67.9,85.2,3.5,38.1
CS2582,Student 583,Electrical,3,99.1,71.5,87.1,14.3
CS2583,Student 584,Computer Science,5,67.8,44.2,9.7,53.3
CS2584,Student 585,Computer Science,3,44.9,61.1,10.7,55.5
CS2585,Student 586,Electrical,4,30.5,44.5,41.1,61.8
CS2586,Student 587,Civil,4,88.6,20.7,52.8,45.7
CS2587,Student 588,Computer Science,5,44.0,28.4,61.9,58.7
CS2588,Student 589,Mechanical,4,79.0,82.1,37.8,28.0
CS2589,Student 590,Mechanical,3,72.6,99.4,88.8,13.4
CS2590,Student 591,Civil,5,68.1,65.2,46.8,37.3
CS2591,Student 592,Civil,5,34.5,89.8,3.9,49.5
CS2592,Student 593,Mechanical,6,83.9,72.8,45.4,28.2
CS2593,Student 594,Computer Science,3,99.0,55.4,20.0,34.2
CS2594,Student 595,Electrical,5,52.0,31.1,10.8,64.6
CS2595,Student 596,Civil,4,82.8,27.6,4.8,54.9
CS2596,Student 597,Electrical,6,80.1,30.1,74.8,41.0
CS2597,Student 598,Electrical,4,58.0,78.2,89.8,27.6
CS2598,Student 599,Electrical,6,35.2,48.2,70.6,52.5
CS2599,Student 600,Mechanical,6,55.4,27.1,87.0,49.6
CS2600,Student 601,Computer Science,4,71.3,45.2,4.3,52.5
CS2601,Student 602,Electrical,3,95.3,87.3,62.7,14.4
CS2602,Student 603,Mechanical,5,54.7,67.3,72.4,36.7
CS2603,Student 604,Civil,5,91.6,38.5,46.4,38.7
CS2604,Student 605,Mechanical,5,99.4,79.1,31.7,22.3
CS2605,Student 606,Mechanical,6,81.2,72.3,84.4,21.7
CS2606,Student 607,Electrical,4,94.7,87.6,28.0,21.5
CS2607,Student 608,Civil,4,43.0,74.4,0.6,52.9
CS2608,Student 609,Computer Science,5,98.4,38.4,33.1,38.7
CS2609,Student 610,Computer Science,3,84.6,23.2,70.5,42.8
CS2610,Student 611,Electrical,4,41.8,58.7,49.2,50.0
CS2611,Student 612,Computer Science,6,73.4,26.8,65.1,46.9
CS2612,Student 613,Computer Science,3,32.3,58.2,42.0,55.4
CS2613,Student 614,Electrical,5,41.1,39.7,18.5,64.0
CS2614,Student 615,Electrical,5,50.8,25.5,34.1,62.7
CS2615,Student 616,Mechanical,4,81.5,91.0,37.8,23.4
CS2616,Student 617,Computer Science,6,55.0,94.4,43.9,31.5
CS2617,Student 618,Civil,6,79.0,59.8,48.9,34.7
CS2618,Student 619,Mechanical,4,99.3,21.2,63.2,39.2
CS2619,Student 620,Mechanical,3,58.3,31.2,26.8,58.8
CS2620,Student 621,Civil,4,61.8,69.3,81.1,31.3
CS2621,Student 622,Electrical,4,95.3,69.1,70.9,20.1
CS2622,Student 623,Computer Science,4,66.5,73.7,54.2,33.1
CS2623,Student 624,Electrical,6,30.2,33.6,11.9,72.1
CS2624,Student 625,Electrical,4,80.0,59.2,89.4,26.4
CS2625,Student 626,Electrical,5,78.3,70.3,79.3,24.7
CS2626,Student 627,Computer Science,3,56.2,59.9,9.9,51.6
CS2627,Student 628,Electrical,3,59.0,97.4,65.6,24.3
CS2628,Student 629,Computer Science,3,41.6,75.4,17.8,49.6
CS2629,Student 630,Civil,6,58.5,25.7,76.6,51.0
CS2630,Student 631,Civil,5,31.7,43.1,48.0,60.5
CS2631,Student 632,Computer Science,3,52.6,52.2,9.6,56.2
CS2632,Student 633,Electrical,5,78.8,59.9,91.4,26.2
CS2633,Student 634,Mechanical,5,85.9,58.0,6.6,41.1
CS2634,Student 635,Civil,4,87.7,28.2,58.8,41.9
CS2635,Student 636,Mechanical,3,58.7,20.1,90.6,50.4
CS2636,Student 637,Electrical,4,81.9,73.7,77.8,22.2
CS2637,Student 638,Computer Science,4,35.2,90.0,74.3,35.1
CS2638,Student 639,Computer Science,4,83.9,54.0,91.3,26.6
CS2639,Student 640,Civil,3,37.7,60.7,54.9,49.7
CS2640,Student 641,Electrical,5,75.2,71.3,90.5,23.3
CS2641,Student 642,Electrical,6,56.1,78.3,27.1,40.8
CS2642,Student 643,Civil,4,58.2,48.8,61.7,44.9
CS2643,Student 644,Electrical,4,51.4,27.1,22.6,64.1
CS2644,Student 645,Civil,6,85.5,29.8,60.8,41.7
CS2645,Student 646,Electrical,3,90.6,72.1,15.3,31.9
CS2646,Student 647,Electrical,4,43.1,89.3,8.9,45.3
CS2647,Student 648,Computer Science,5,39.6,61.1,78.3,44.1
CS2648,Student 649,Computer Science,5,33.1,98.8,60.5,35.1
CS2649,Student 650,Computer Science,4,64.1,53.1,17.1,49.7
CS2650,Student 651,Civil,3,38.2,55.5,77.5,47.0
CS2651,Student 652,Electrical,5,61.3,33.9,57.5,50.4
CS2652,Student 653,Computer Science,3,36.5,52.7,36.4,57.0
CS2653,Student 654,Mechanical,4,87.5,73.4,54.9,24.7
CS2654,Student 655,Computer Science,5,71.4,73.5,63.6,29.3
CS2655,Student 656,Electrical,4,57.1,38.2,86.3,44.6
CS2656,Student 657,Electrical,6,45.3,96.1,79.5,27.5
CS2657,Student 658,Civil,6,69.2,86.5,80.8,21.6
CS2658,Student 659,Mechanical,5,52.3,61.6,80.0,38.4
CS2659,Student 660,Computer Science,6,90.3,74.1,58.6,22.5
CS2660,Student 661,Mechanical,6,37.2,38.8,97.2,50.2
CS2661,Student 662,Civil,4,36.6,48.4,35.0,59.0
CS2662,Student 663,Computer Science,6,92.5,57.7,30.1,33.9
CS2663,Student 664,Civil,4,50.8,33.1,59.4,54.6
CS2664,Student 665,Civil,6,68.2,75.4,21.6,38.2
CS2665,Student 666,Civil,4,83.4,24.0,79.1,41.2
CS2666,Student 667,Electrical,6,55.2,48.1,20.5,54.6
CS2667,Student 668,Civil,5,83.5,86.6,47.6,22.4
CS2668,Student 669,Electrical,6,73.0,67.6,62.4,31.3
CS2669,Student 670,Mechanical,5,48.8,33.1,30.7,61.1
CS2670,Student 671,Electrical,3,99.3,48.8,77.0,25.4
CS2671,Student 672,Computer Science,6,62.8,80.9,27.9,36.9
CS2672,Student 673,Civil,5,56.0,35.9,37.3,55.8
CS2673,Student 674,Civil,6,61.5,34.8,37.5,54.0
CS2674,Student 675,Civil,3,50.4,85.6,5.0,44.6
CS2675,Student 676,Computer Science,5,63.8,79.9,44.5,33.6
CS2676,Student 677,Electrical,5,63.7,50.7,58.7,42.5
CS2677,Student 678,Electrical,4,82.0,77.4,61.1,24.0
CS2678,Student 679,Mechanical,5,91.0,58.5,31.7,33.9
CS2679,Student 680,Electrical,3,30.8,97.7,47.0,39.2
CS2680,Student 681,Mechanical,4,71.7,78.5,14.6,37.0
CS2681,Student 682,Computer Science,4,88.7,61.0,95.1,21.1
CS2682,Student 683,Mechanical,6,42.5,94.9,30.7,38.9
CS2683,Student 684,Mechanical,6,32.6,78.6,17.5,52.0
CS2684,Student 685,Electrical,3,46.7,72.3,36.0,45.2
CS2685,Student 686,Computer Science,4,87.4,66.8,93.3,19.7
CS2686,Student 687,Mechanical,4,52.0,63.5,50.8,43.6
CS2687,Student 688,Computer Science,5,58.1,25.7,44.1,57.7
CS2688,Student 689,Civil,3,76.0,91.8,43.4,24.2
CS2689,Student 690,Electrical,3,35.4,84.0,81.1,36.0
CS2690,Student 691,Mechanical,3,48.9,51.4,75.1,44.9
CS2691,Student 692,Electrical,3,31.4,50.7,17.1,63.7
CS2692,Student 693,Mechanical,6,40.1,89.4,43.7,39.5
CS2693,Student 694,Mechanical,4,89.3,50.4,1.6,43.8
CS2694,Student 695,Computer Science,4,69.1,71.6,80.5,27.6
CS2695,Student 696,Civil,5,58.2,64.4,1.8,50.6
CS2696,Student 697,Civil,5,99.8,63.3,28.9,29.0
CS2697,Student 698,Civil,3,90.9,92.2,46.8,17.4
CS2698,Student 699,Computer Science,3,99.6,90.0,69.5,10.3
CS2699,Student 700,Mechanical,5,55.9,30.5,19.0,61.6
CS2700,Student 701,Civil,6,93.8,29.4,23.3,46.1
CS2701,Student 702,Civil,4,80.5,46.8,23.4,44.4
CS2702,Student 703,Mechanical,6,72.6,95.2,87.6,15.4
CS2703,Student 704,Electrical,6,56.5,74.0,43.4,39.1
CS2704,Student 705,Mechanical,4,90.5,28.6,56.7,41.0
CS2705,Student 706,Civil,5,78.4,91.1,94.9,13.2
CS2706,Student 707,Computer Science,4,84.2,51.7,8.1,44.0
CS2707,Student 708,Computer Science,4,41.1,58.1,98.3,40.7
CS2708,Student 709,Computer Science,3,67.6,42.8,11.4,53.6
CS2709,Student 710,Electrical,6,56.8,49.3,20.1,53.5
CS2710,Student 711,Computer Science,4,96.3,91.3,22.6,20.4
CS2711,Student 712,Mechanical,4,56.1,85.9,18.1,39.6
CS2712,Student 713,Civil,5,65.0,22.2,58.0,53.5
CS2713,Student 714,Computer Science,4,55.3,35.8,59.8,51.6
CS2714,Student 715,Computer Science,5,71.6,43.4,49.5,44.1
CS2715,Student 716,Computer Science,4,39.1,36.5,3.0,69.2
CS2716,Student 717,Electrical,6,33.3,49.4,53.7,56.2
CS2717,Student 718,Civil,6,80.1,98.7,46.4,19.2
CS2718,Student 719,Mechanical,4,92.9,69.7,34.6,28.0
CS2719,Student 720,Civil,3,73.9,49.5,63.1,38.0
CS2720,Student 721,Electrical,6,80.8,63.4,9.6,40.4
CS2721,Student 722,Civil,5,37.1,84.5,99.4,31.5
CS2722,Student 723,Mechanical,5,84.3,61.2,73.2,27.2
CS2723,Student 724,Computer Science,6,96.8,52.2,23.1,35.8
CS2724,Student 725,Mechanical,4,61.2,55.4,77.7,37.8
CS2725,Student 726,Electrical,5,42.8,31.7,90.2,52.2
CS2726,Student 727,Electrical,5,53.5,32.7,21.5,61.2
CS2727,Student 728,Electrical,4,61.7,40.9,64.4,46.1
CS2728,Student 729,Electrical,4,80.2,50.1,23.1,43.3
CS2729,Student 730,Electrical,5,65.1,28.1,59.9,50.7
CS2730,Student 731,Electrical,6,82.2,84.2,58.8,21.7
CS2731,Student 732,Computer Science,3,42.5,83.9,82.8,32.9
CS2732,Student 733,Mechanical,6,32.8,89.0,30.5,45.2
CS2733,Student 734,Computer Science,3,45.0,40.8,40.5,57.6
CS2734,Student 735,Mechanical,3,96.8,52.3,58.8,28.6
CS2735,Student 736,Civil,4,82.8,86.8,45.2,23.1
CS2736,Student 737,Civil,5,68.3,79.8,51.9,30.4
CS2737,Student 738,Computer Science,4,56.2,63.9,3.0,51.4
CS2738,Student 739,Mechanical,6,81.5,87.9,44.4,23.4
CS2739,Student 740,Electrical,4,94.1,91.4,45.5,16.7
CS2740,Student 741,Computer Science,3,37.3,81.7,76.3,37.1
CS2741,Student 742,Computer Science,6,51.4,94.3,27.3,36.3
CS2742,Student 743,Computer Science,4,81.6,47.3,5.7,47.3
CS2743,Student 744,Electrical,6,70.8,85.9,69.9,23.3
CS2744,Student 745,Electrical,5,94.0,21.2,64.3,41.1
CS2745,Student 746,Electrical,6,64.1,24.9,23.3,59.7
CS2746,Student 747,Electrical,3,89.8,88.2,33.9,22.0
CS2747,Student 748,Electrical,6,44.6,75.1,65.4,39.0
CS2748,Student 749,Electrical,3,67.7,92.4,18.4,32.3
CS2749,Student 750,Computer Science,4,43.6,42.4,29.0,59.8
CS2750,Student 751,Computer Science,3,44.4,88.1,77.6,31.5
CS2751,Student 752,Civil,3,81.2,33.2,80.6,38.1
CS2752,Student 753,Electrical,3,64.2,47.3,96.6,36.1
CS2753,Student 754,Civil,5,72.8,52.1,0.1,50.0
CS2754,Student 755,Civil,5,93.9,99.4,0.1,22.7
CS2755,Student 756,Mechanical,4,82.7,24.2,89.1,39.4
CS2756,Student 757,Civil,3,93.3,58.1,84.5,22.5
CS2757,Student 758,Civil,3,33.0,97.9,74.0,32.8
CS2758,Student 759,Mechanical,6,91.9,48.2,65.1,30.9
CS2759,Student 760,Electrical,6,94.5,89.7,15.2,23.3
CS2760,Student 761,Mechanical,4,52.6,54.4,3.4,56.5
CS2761,Student 762,Computer Science,6,52.2,43.9,95.3,42.5
CS2762,Student 763,Civil,3,43.1,81.8,48.7,40.3
CS2763,Student 764,Electrical,4,33.2,39.4,4.7,70.0
CS2764,Student 765,Electrical,5,90.5,69.0,27.1,30.8
CS2765,Student 766,Civil,3,47.0,73.8,70.2,37.6
CS2766,Student 767,Civil,4,38.3,25.2,85.7,57.5
CS2767,Student 768,Computer Science,5,38.0,62.1,19.5,56.1
CS2768,Student 769,Mechanical,4,66.8,43.9,66.8,42.4
CS2769,Student 770,Mechanical,6,56.0,88.0,94.5,23.5
CS2770,Student 771,Mechanical,5,64.0,81.3,55.3,30.8
CS2771,Student 772,Electrical,3,97.1,56.3,14.8,35.7
CS2772,Student 773,Computer Science,5,93.8,52.6,61.1,29.2
CS2773,Student 774,Computer Science,4,64.7,63.2,29.0,43.0
CS2774,Student 775,Civil,3,51.1,83.2,85.8,29.1
CS2775,Student 776,Computer Science,5,51.4,46.9,39.2,52.8
CS2776,Student 777,Mechanical,3,50.7,53.7,19.0,54.4
CS2777,Student 778,Computer Science,3,94.6,93.8,42.2,16.2
CS2778,Student 779,Computer Science,5,65.0,26.4,13.8,60.7
CS2779,Student 780,Electrical,6,72.9,75.8,92.9,21.9
CS2780,Student 781,Civil,6,33.9,83.4,13.2,50.4
CS2781,Student 782,Computer Science,6,98.1,61.0,93.1,17.7
CS2782,Student 783,Civil,5,31.9,84.0,95.6,34.5
CS2783,Student 784,Civil,6,83.8,84.1,95.8,13.7
CS2784,Student 785,Mechanical,3,88.5,39.5,97.3,29.3
CS2785,Student 786,Computer Science,4,69.7,75.6,14.0,39.1
CS2786,Student 787,Civil,3,50.2,52.1,48.3,49.4
CS2787,Student 788,Civil,5,94.1,25.0,48.6,42.6
CS2788,Student 789,Mechanical,3,30.4,82.8,55.8,43.6
CS2789,Student 790,Computer Science,5,31.8,87.6,45.6,43.1
CS2790,Student 791,Electrical,6,58.7,33.5,62.0,50.7
CS2791,Student 792,Electrical,4,67.6,40.1,40.8,48.8
CS2792,Student 793,Civil,4,46.2,20.8,91.5,54.9
CS2793,Student 794,Electrical,6,93.0,62.9,97.5,18.1
CS2794,Student 795,Civil,3,86.4,62.5,77.7,24.9
CS2795,Student 796,Mechanical,3,90.9,61.1,78.8,23.4
CS2796,Student 797,Electrical,6,39.3,35.3,55.6,59.0
CS2797,Student 798,Computer Science,5,30.2,79.5,80.0,40.1
CS2798,Student 799,Mechanical,3,82.5,58.9,35.2,36.4
CS2799,Student 800,Civil,6,91.8,30.1,33.8,44.5
CS2800,Student 801,Computer Science,3,99.6,43.6,70.2,28.7
CS2801,Student 802,Computer Science,4,35.2,54.7,39.2,56.2
CS2802,Student 803,Civil,6,52.5,63.9,19.1,49.6
CS2803,Student 804,Civil,6,64.1,44.7,81.3,40.2
CS2804,Student 805,Electrical,5,89.7,59.5,8.1,38.7
CS2805,Student 806,Civil,5,47.8,52.3,98.6,40.2
CS2806,Student 807,Civil,3,68.1,58.8,29.6,43.3
CS2807,Student 808,Mechanical,6,76.3,23.1,25.0,55.2
CS2808,Student 809,Civil,3,46.5,42.8,95.3,45.2
CS2809,Student 810,Civil,6,91.7,43.9,36.3,38.5
CS2810,Student 811,Computer Science,5,92.1,23.9,0.8,53.4
CS2811,Student 812,Mechanical,6,74.2,33.5,70.9,42.7
CS2812,Student 813,Mechanical,3,98.6,33.1,91.3,29.1
CS2813,Student 814,Computer Science,4,69.8,23.7,96.5,43.3
CS2814,Student 815,Civil,4,63.7,37.9,35.0,52.4
CS2815,Student 816,Computer Science,6,56.4,49.2,39.9,49.8
CS2816,Student 817,Electrical,4,65.5,46.9,45.8,45.9
CS2817,Student 818,Computer Science,6,55.2,75.7,11.2,45.4
CS2818,Student 819,Electrical,6,43.8,32.8,87.5,51.9
CS2819,Student 820,Electrical,6,88.3,43.5,7.8,45.7
CS2820,Student 821,Electrical,3,48.4,59.1,85.6,39.9
CS2821,Student 822,Computer Science,5,75.0,34.6,63.2,43.5
CS2822,Student 823,Civil,3,68.6,48.4,75.7,38.1
CS2823,Student 824,Mechanical,5,59.7,71.8,35.7,40.3
CS2824,Student 825,Civil,6,55.5,95.8,82.1,23.1
CS2825,Student 826,Computer Science,5,79.7,51.4,58.9,35.8
CS2826,Student 827,Mechanical,5,53.1,48.4,6.6,58.1
CS2827,Student 828,Mechanical,4,80.9,93.5,65.3,17.2
CS2828,Student 829,Computer Science,3,97.7,58.8,48.2,27.8
CS2829,Student 830,Civil,5,66.3,32.8,39.5,52.5
CS2830,Student 831,Computer Science,6,87.9,45.6,75.8,31.4
CS2831,Student 832,Mechanical,4,41.9,32.6,98.2,50.6
CS2832,Student 833,Mechanical,4,69.4,36.2,55.8,46.6
CS2833,Student 834,Civil,5,78.4,40.5,34.4,45.6
CS2834,Student 835,Electrical,6,61.6,36.8,40.2,52.6
CS2835,Student 836,Computer Science,3,86.2,59.6,100.0,21.7
CS2836,Student 837,Electrical,5,42.5,56.8,3.8,59.5
CS2837,Student 838,Civil,5,66.6,45.0,4.8,54.4
CS2838,Student 839,Mechanical,3,59.4,65.3,43.1,41.5
