room_no,date,time_slot,booked_by,capacity,occupancy,utilization_pct
Seminar 1,2026-07-20,12:00,Course 254,30,15,50.0
Seminar 1,2026-07-13,08:00,Course 269,100,88,88.0
Conference 1,2026-07-24,12:00,Course 166,40,7,17.5
Auditorium A,2026-07-25,10:00,Course 115,100,81,81.0
Room 101,2026-07-02,08:00,Course 302,40,6,15.0
Room 101,2026-07-07,08:00,Course 488,30,0,0.0
Seminar 1,2026-07-09,10:00,Course 189,30,11,36.7
Seminar 1,2026-07-02,14:00,Course 498,60,3,5.0
Conference 1,2026-07-24,14:00,Course 384,30,24,80.0
Lab 1,2026-07-11,08:00,Course 277,30,7,23.3
Conference 1,2026-07-11,14:00,Course 486,40,15,37.5
Lab 2,2026-07-09,08:00,Course 389,60,2,3.3
Room 204,2026-07-26,10:00,Course 392,30,4,13.3
Seminar 1,2026-07-04,08:00,Course 360,30,5,16.7
Lab 1,2026-07-05,14:00,Course 185,30,1,3.3
Auditorium A,2026-07-11,12:00,Course 245,60,38,63.3
Auditorium A,2026-07-01,12:00,Course 230,40,20,50.0
Lab 2,2026-07-05,10:00,Course 496,100,96,96.0
Seminar 1,2026-07-21,14:00,Course 376,200,129,64.5
Room 204,2026-07-09,10:00,Course 280,30,24,80.0
Lab 2,2026-07-05,12:00,Course 197,30,20,66.7
Room 204,2026-07-08,12:00,Course 415,60,35,58.3
Conference 1,2026-07-20,12:00,Course 487,40,36,90.0
Seminar 1,2026-07-16,10:00,Course 309,30,21,70.0
Auditorium A,2026-07-14,12:00,Course 191,100,57,57.0
Room 204,2026-07-05,12:00,Course 299,100,25,25.0
Conference 1,2026-07-14,08:00,Course 156,200,108,54.0
Lab 1,2026-07-20,08:00,Course 247,60,19,31.7
Seminar 1,2026-07-04,08:00,Course 153,200,41,20.5
Auditorium A,2026-07-25,14:00,Course 248,100,62,62.0
Conference 1,2026-07-18,10:00,Course 394,200,93,46.5
Seminar 1,2026-07-08,10:00,Course 170,30,2,6.7
Conference 1,2026-07-15,08:00,Course 425,100,48,48.0
Seminar 1,2026-07-03,08:00,Course 461,100,65,65.0
Room 101,2026-07-01,12:00,Course 167,200,44,22.0
Conference 1,2026-07-05,10:00,Course 192,40,2,5.0
Lab 1,2026-07-01,10:00,Course 302,30,13,43.3
Room 204,2026-07-16,12:00,Course 298,60,54,90.0
Lab 1,2026-07-06,08:00,Course 466,30,24,80.0
Lab 1,2026-07-20,08:00,Course 221,40,39,97.5
Auditorium A,2026-07-02,10:00,Course 252,60,37,61.7
Auditorium A,2026-07-09,14:00,Course 226,100,28,28.0
Room 204,2026-07-16,12:00,Course 387,60,6,10.0
Conference 1,2026-07-06,12:00,Course 354,60,24,40.0
Seminar 1,2026-07-24,08:00,Course 358,60,52,86.7
Lab 1,2026-07-19,14:00,Course 452,100,51,51.0
Auditorium A,2026-07-05,08:00,Course 308,40,3,7.5
Lab 1,2026-07-06,10:00,Course 311,60,33,55.0
Room 204,2026-07-07,08:00,Course 124,40,19,47.5
Lab 1,2026-07-28,10:00,Course 198,200,63,31.5
Lab 2,2026-07-28,14:00,Course 440,40,21,52.5
Lab 1,2026-07-18,12:00,Course 184,200,141,70.5
Room 204,2026-07-23,10:00,Course 338,100,27,27.0
Conference 1,2026-07-19,12:00,Course 379,200,45,22.5
Conference 1,2026-07-16,10:00,Course 326,40,40,100.0
Room 101,2026-07-14,10:00,Course 160,40,26,65.0
Room 101,2026-07-12,10:00,Course 190,40,11,27.5
Seminar 1,2026-07-03,14:00,Course 262,200,48,24.0
Seminar 1,2026-07-28,12:00,Course 114,60,56,93.3
Conference 1,2026-07-26,14:00,Course 259,40,17,42.5
Auditorium A,2026-07-14,08:00,Course 454,100,82,82.0
Room 101,2026-07-10,10:00,Course 115,60,3,5.0
Room 204,2026-07-11,12:00,Course 160,200,13,6.5
Lab 2,2026-07-03,12:00,Course 349,40,34,85.0
Conference 1,2026-07-25,10:00,Course 271,30,17,56.7
Room 204,2026-07-03,12:00,Course 273,40,20,50.0
Lab 2,2026-07-14,10:00,Course 494,40,26,65.0
Seminar 1,2026-07-12,08:00,Course 139,60,46,76.7
Auditorium A,2026-07-16,12:00,Course 144,200,90,45.0
Lab 1,2026-07-20,08:00,Course 232,60,54,90.0
Lab 1,2026-07-24,14:00,Course 385,100,79,79.0
Auditorium A,2026-07-13,08:00,Course 351,30,14,46.7
Room 204,2026-07-07,12:00,Course 488,200,109,54.5
Lab 1,2026-07-01,10:00,Course 104,30,26,86.7
Room 101,2026-07-12,14:00,Course 383,60,9,15.0
Conference 1,2026-07-07,08:00,Course 366,40,31,77.5
Conference 1,2026-07-18,10:00,Course 333,30,22,73.3
Lab 1,2026-07-06,10:00,Course 346,30,21,70.0
Room 204,2026-07-04,08:00,Course 485,30,22,73.3
Lab 2,2026-07-13,14:00,Course 383,100,57,57.0
Conference 1,2026-07-08,08:00,Course 458,30,21,70.0
Lab 1,2026-07-18,14:00,Course 277,40,10,25.0
Room 204,2026-07-23,10:00,Course 453,200,119,59.5
Lab 2,2026-07-02,14:00,Course 371,100,88,88.0
Room 101,2026-07-19,08:00,Course 453,100,29,29.0
Room 204,2026-07-18,14:00,Course 279,200,108,54.0
Seminar 1,2026-07-16,12:00,Course 324,60,39,65.0
Lab 2,2026-07-21,10:00,Course 413,100,24,24.0
Lab 1,2026-07-14,10:00,Course 401,200,68,34.0
Lab 2,2026-07-09,14:00,Course 140,100,70,70.0
Room 101,2026-07-08,08:00,Course 457,40,39,97.5
Lab 2,2026-07-19,14:00,Course 126,40,36,90.0
Room 101,2026-07-09,14:00,Course 429,60,10,16.7
Lab 2,2026-07-07,08:00,Course 327,100,76,76.0
Lab 1,2026-07-27,10:00,Course 182,60,28,46.7
Lab 1,2026-07-04,10:00,Course 188,100,5,5.0
Conference 1,2026-07-26,12:00,Course 417,30,28,93.3
Lab 2,2026-07-07,10:00,Course 312,200,192,96.0
Lab 2,2026-07-25,08:00,Course 382,200,139,69.5
Lab 2,2026-07-18,10:00,Course 417,30,11,36.7
Room 101,2026-07-14,08:00,Course 135,40,28,70.0
Conference 1,2026-07-14,08:00,Course 283,60,16,26.7
Room 204,2026-07-15,14:00,Course 208,60,8,13.3
Lab 1,2026-07-10,12:00,Course 458,200,13,6.5
Seminar 1,2026-07-27,14:00,Course 384,60,33,55.0
Lab 2,2026-07-20,14:00,Course 384,200,142,71.0
Seminar 1,2026-07-19,12:00,Course 318,30,5,16.7
Room 204,2026-07-01,14:00,Course 389,100,30,30.0
Room 204,2026-07-17,10:00,Course 295,100,90,90.0
Lab 2,2026-07-22,10:00,Course 208,40,7,17.5
Room 204,2026-07-22,08:00,Course 400,40,25,62.5
Lab 1,2026-07-28,08:00,Course 485,30,22,73.3
Room 101,2026-07-12,14:00,Course 373,40,33,82.5
Room 101,2026-07-22,08:00,Course 265,200,14,7.0
Room 101,2026-07-22,14:00,Course 200,60,38,63.3
Lab 2,2026-07-21,12:00,Course 276,200,66,33.0
Seminar 1,2026-07-15,14:00,Course 147,200,30,15.0
Seminar 1,2026-07-08,12:00,Course 163,60,8,13.3
Room 101,2026-07-14,10:00,Course 123,200,76,38.0
Room 101,2026-07-12,10:00,Course 485,30,9,30.0
Conference 1,2026-07-05,12:00,Course 453,30,9,30.0
Auditorium A,2026-07-16,12:00,Course 122,60,10,16.7
Seminar 1,2026-07-07,14:00,Course 223,60,30,50.0
Auditorium A,2026-07-15,14:00,Course 180,60,59,98.3
Auditorium A,2026-07-22,08:00,Course 141,60,40,66.7
Auditorium A,2026-07-25,10:00,Course 494,200,110,55.0
Room 101,2026-07-20,12:00,Course 450,100,24,24.0
Lab 1,2026-07-09,12:00,Course 347,200,191,95.5
Lab 2,2026-07-13,08:00,Course 164,40,37,92.5
Seminar 1,2026-07-10,14:00,Course 212,40,28,70.0
Conference 1,2026-07-02,08:00,Course 408,200,78,39.0
Seminar 1,2026-07-24,08:00,Course 283,200,191,95.5
Lab 1,2026-07-10,08:00,Course 233,30,14,46.7
Auditorium A,2026-07-04,08:00,Course 420,100,26,26.0
Room 101,2026-07-20,08:00,Course 401,200,28,14.0
Auditorium A,2026-07-19,10:00,Course 379,30,15,50.0
Lab 2,2026-07-23,10:00,Course 493,100,22,22.0
Lab 1,2026-07-13,08:00,Course 160,100,90,90.0
Auditorium A,2026-07-01,14:00,Course 177,100,40,40.0
Room 101,2026-07-19,12:00,Course 335,40,3,7.5
Room 204,2026-07-20,12:00,Course 128,30,27,90.0
Seminar 1,2026-07-16,08:00,Course 439,40,29,72.5
Auditorium A,2026-07-03,14:00,Course 285,60,4,6.7
Seminar 1,2026-07-08,12:00,Course 380,200,160,80.0
Lab 2,2026-07-14,12:00,Course 221,200,79,39.5
Room 204,2026-07-02,08:00,Course 105,60,5,8.3
Lab 2,2026-07-13,14:00,Course 224,60,36,60.0
Lab 2,2026-07-11,08:00,Course 263,200,97,48.5
Room 101,2026-07-23,12:00,Course 429,30,10,33.3
Lab 2,2026-07-23,10:00,Course 164,100,84,84.0
Lab 2,2026-07-26,08:00,Course 368,30,12,40.0
Auditorium A,2026-07-17,10:00,Course 379,30,17,56.7
Conference 1,2026-07-04,12:00,Course 258,40,19,47.5
Room 204,2026-07-01,10:00,Course 334,40,37,92.5
Lab 1,2026-07-07,12:00,Course 282,100,75,75.0
Room 204,2026-07-16,12:00,Course 269,200,27,13.5
Lab 1,2026-07-25,10:00,Course 397,40,6,15.0
Room 204,2026-07-11,08:00,Course 417,60,58,96.7
Conference 1,2026-07-25,14:00,Course 495,30,5,16.7
Conference 1,2026-07-15,10:00,Course 219,60,50,83.3
Lab 1,2026-07-12,08:00,Course 445,60,1,1.7
Seminar 1,2026-07-25,14:00,Course 111,100,85,85.0
Auditorium A,2026-07-12,08:00,Course 189,40,34,85.0
Room 101,2026-07-14,12:00,Course 319,200,104,52.0
Auditorium A,2026-07-16,08:00,Course 460,30,5,16.7
Conference 1,2026-07-02,14:00,Course 307,100,83,83.0
Auditorium A,2026-07-13,08:00,Course 447,30,21,70.0
Room 204,2026-07-13,14:00,Course 235,200,76,38.0
Lab 2,2026-07-04,10:00,Course 289,60,49,81.7
Conference 1,2026-07-09,14:00,Course 247,40,29,72.5
Auditorium A,2026-07-13,14:00,Course 158,30,10,33.3
Lab 2,2026-07-25,12:00,Course 461,100,3,3.0
Auditorium A,2026-07-17,12:00,Course 422,200,171,85.5
Conference 1,2026-07-01,08:00,Course 403,100,37,37.0
Auditorium A,2026-07-23,12:00,Course 488,40,9,22.5
Room 204,2026-07-13,14:00,Course 497,60,4,6.7
Conference 1,2026-07-10,10:00,Course 279,100,30,30.0
Room 204,2026-07-10,12:00,Course 266,60,53,88.3
Lab 1,2026-07-19,12:00,Course 460,60,59,98.3
Seminar 1,2026-07-23,12:00,Course 423,100,93,93.0
Seminar 1,2026-07-07,14:00,Course 259,30,15,50.0
Conference 1,2026-07-24,12:00,Course 229,200,17,8.5
Room 204,2026-07-09,12:00,Course 359,60,50,83.3
Room 204,2026-07-04,14:00,Course 250,200,20,10.0
Lab 2,2026-07-07,08:00,Course 300,200,187,93.5
Conference 1,2026-07-04,08:00,Course 134,30,16,53.3
Conference 1,2026-07-23,08:00,Course 341,40,0,0.0
Room 204,2026-07-14,10:00,Course 291,60,2,3.3
Conference 1,2026-07-09,12:00,Course 162,100,42,42.0
Room 204,2026-07-23,14:00,Course 134,60,18,30.0
Auditorium A,2026-07-24,08:00,Course 145,200,155,77.5
Lab 2,2026-07-26,08:00,Course 425,30,1,3.3
Auditorium A,2026-07-17,10:00,Course 237,200,188,94.0
Conference 1,2026-07-10,08:00,Course 464,100,64,64.0
Room 204,2026-07-26,10:00,Course 363,30,23,76.7
Conference 1,2026-07-09,10:00,Course 232,200,62,31.0
Auditorium A,2026-07-08,14:00,Course 325,100,94,94.0
Auditorium A,2026-07-28,08:00,Course 260,100,24,24.0
Lab 1,2026-07-14,10:00,Course 368,30,3,10.0
Room 204,2026-07-01,14:00,Course 350,40,5,12.5
Room 101,2026-07-17,10:00,Course 222,100,50,50.0
Auditorium A,2026-07-17,14:00,Course 251,60,13,21.7
Lab 2,2026-07-17,08:00,Course 128,200,16,8.0
Lab 1,2026-07-09,12:00,Course 162,60,40,66.7
Lab 1,2026-07-11,10:00,Course 179,40,6,15.0
Room 101,2026-07-06,14:00,Course 182,30,3,10.0
Room 101,2026-07-05,10:00,Course 375,40,12,30.0
Room 101,2026-07-24,14:00,Course 120,60,45,75.0
Conference 1,2026-07-06,10:00,Course 208,30,29,96.7
Lab 1,2026-07-21,14:00,Course 185,200,120,60.0
Seminar 1,2026-07-21,14:00,Course 452,200,135,67.5
Room 101,2026-07-20,14:00,Course 284,100,84,84.0
Conference 1,2026-07-01,08:00,Course 122,200,178,89.0
Conference 1,2026-07-04,14:00,Course 464,200,0,0.0
Auditorium A,2026-07-03,10:00,Course 496,60,59,98.3
Conference 1,2026-07-04,10:00,Course 183,30,15,50.0
Room 101,2026-07-03,12:00,Course 459,100,71,71.0
Room 101,2026-07-26,14:00,Course 129,40,9,22.5
Room 101,2026-07-18,12:00,Course 163,100,53,53.0
Lab 1,2026-07-19,14:00,Course 442,100,24,24.0
Room 101,2026-07-02,10:00,Course 454,200,48,24.0
Conference 1,2026-07-14,10:00,Course 414,30,19,63.3
Lab 1,2026-07-15,14:00,Course 361,100,71,71.0
Room 204,2026-07-01,12:00,Course 313,40,24,60.0
Room 101,2026-07-27,14:00,Course 419,60,47,78.3
Room 204,2026-07-09,12:00,Course 431,200,195,97.5
Lab 2,2026-07-23,12:00,Course 231,30,3,10.0
Lab 2,2026-07-28,08:00,Course 187,30,11,36.7
Seminar 1,2026-07-17,12:00,Course 296,200,85,42.5
Conference 1,2026-07-08,10:00,Course 321,40,33,82.5
Room 204,2026-07-24,12:00,Course 486,100,71,71.0
Lab 1,2026-07-10,10:00,Course 198,40,9,22.5
Lab 1,2026-07-18,12:00,Course 473,200,37,18.5
Auditorium A,2026-07-19,14:00,Course 419,40,23,57.5
Lab 2,2026-07-11,08:00,Course 281,60,22,36.7
Room 101,2026-07-04,08:00,Course 480,40,2,5.0
Room 101,2026-07-01,10:00,Course 212,60,57,95.0
Conference 1,2026-07-07,08:00,Course 128,60,52,86.7
Seminar 1,2026-07-19,10:00,Course 365,60,59,98.3
Room 204,2026-07-11,10:00,Course 249,40,13,32.5
Lab 1,2026-07-06,08:00,Course 356,200,176,88.0
Room 204,2026-07-16,10:00,Course 488,40,10,25.0
Room 204,2026-07-16,08:00,Course 130,40,10,25.0
Lab 1,2026-07-12,14:00,Course 239,30,10,33.3
Lab 1,2026-07-15,12:00,Course 488,40,6,15.0
Lab 1,2026-07-21,14:00,Course 122,100,24,24.0
Lab 2,2026-07-22,10:00,Course 233,40,18,45.0
Room 204,2026-07-01,14:00,Course 224,60,9,15.0
Lab 2,2026-07-13,08:00,Course 177,100,3,3.0
Room 204,2026-07-13,10:00,Course 319,200,76,38.0
Conference 1,2026-07-15,08:00,Course 191,40,17,42.5
Room 204,2026-07-26,10:00,Course 155,100,73,73.0
Conference 1,2026-07-08,12:00,Course 222,40,34,85.0
Auditorium A,2026-07-19,10:00,Course 245,30,4,13.3
Auditorium A,2026-07-12,12:00,Course 417,30,26,86.7
Auditorium A,2026-07-15,08:00,Course 445,60,44,73.3
Room 101,2026-07-16,14:00,Course 483,60,32,53.3
Conference 1,2026-07-25,10:00,Course 299,200,80,40.0
Room 101,2026-07-01,14:00,Course 278,30,3,10.0
Lab 2,2026-07-24,10:00,Course 408,60,17,28.3
Room 204,2026-07-28,10:00,Course 411,40,35,87.5
Auditorium A,2026-07-13,14:00,Course 338,40,31,77.5
Lab 2,2026-07-02,12:00,Course 468,30,1,3.3
Lab 1,2026-07-18,14:00,Course 160,40,31,77.5
Auditorium A,2026-07-09,10:00,Course 205,200,63,31.5
Room 101,2026-07-10,14:00,Course 484,200,137,68.5
Room 101,2026-07-16,10:00,Course 419,200,54,27.0
Seminar 1,2026-07-21,10:00,Course 335,30,27,90.0
Conference 1,2026-07-15,08:00,Course 301,60,30,50.0
Conference 1,2026-07-16,10:00,Course 193,100,70,70.0
Conference 1,2026-07-18,08:00,Course 177,60,12,20.0
Lab 1,2026-07-19,12:00,Course 499,60,30,50.0
Seminar 1,2026-07-18,10:00,Course 347,100,26,26.0
Room 204,2026-07-14,12:00,Course 237,60,59,98.3
Room 204,2026-07-21,08:00,Course 270,100,96,96.0
Lab 1,2026-07-04,12:00,Course 168,60,45,75.0
Room 204,2026-07-14,10:00,Course 366,200,16,8.0
Lab 2,2026-07-18,08:00,Course 403,40,1,2.5
Room 204,2026-07-17,10:00,Course 240,30,27,90.0
Auditorium A,2026-07-20,10:00,Course 243,200,180,90.0
Room 101,2026-07-12,08:00,Course 438,30,3,10.0
Conference 1,2026-07-11,08:00,Course 159,100,53,53.0
Lab 2,2026-07-21,14:00,Course 102,60,12,20.0
Seminar 1,2026-07-15,14:00,Course 495,100,42,42.0
Room 101,2026-07-04,10:00,Course 189,200,27,13.5
Room 101,2026-07-05,08:00,Course 269,100,91,91.0
Room 204,2026-07-05,14:00,Course 389,30,21,70.0
Room 204,2026-07-08,08:00,Course 116,30,27,90.0
Room 101,2026-07-04,12:00,Course 214,100,50,50.0
Lab 1,2026-07-24,14:00,Course 318,60,58,96.7
Lab 1,2026-07-21,14:00,Course 212,60,35,58.3
Conference 1,2026-07-22,14:00,Course 201,40,18,45.0
Lab 2,2026-07-24,10:00,Course 253,30,25,83.3
Room 101,2026-07-06,08:00,Course 142,200,65,32.5
Seminar 1,2026-07-10,08:00,Course 325,30,11,36.7
Room 204,2026-07-26,14:00,Course 247,100,71,71.0
Auditorium A,2026-07-21,08:00,Course 278,30,15,50.0
Lab 2,2026-07-17,08:00,Course 227,100,49,49.0
Room 204,2026-07-22,14:00,Course 427,30,21,70.0
Room 101,2026-07-25,14:00,Course 182,100,80,80.0
Auditorium A,2026-07-16,08:00,Course 104,100,15,15.0
Seminar 1,2026-07-25,10:00,Course 232,40,4,10.0
Lab 1,2026-07-21,08:00,Course 116,40,35,87.5
Room 101,2026-07-23,08:00,Course 209,100,36,36.0
Seminar 1,2026-07-24,12:00,Course 457,30,9,30.0
Room 101,2026-07-01,08:00,Course 159,60,37,61.7
Seminar 1,2026-07-09,08:00,Course 308,40,1,2.5
Room 204,2026-07-24,12:00,Course 345,40,30,75.0
Lab 1,2026-07-28,12:00,Course 416,200,34,17.0
Auditorium A,2026-07-05,12:00,Course 409,200,125,62.5
Lab 1,2026-07-15,10:00,Course 336,40,38,95.0
Room 101,2026-07-09,08:00,Course 211,200,60,30.0
Room 101,2026-07-24,12:00,Course 130,30,26,86.7
Seminar 1,2026-07-28,14:00,Course 323,30,12,40.0
Conference 1,2026-07-07,12:00,Course 102,100,18,18.0
Room 204,2026-07-16,10:00,Course 290,40,1,2.5
Conference 1,2026-07-05,10:00,Course 149,100,56,56.0
Room 101,2026-07-12,12:00,Course 469,200,179,89.5
Seminar 1,2026-07-11,08:00,Course 474,60,26,43.3
Room 204,2026-07-11,12:00,Course 306,200,199,99.5
Conference 1,2026-07-12,08:00,Course 326,200,67,33.5
Lab 1,2026-07-07,08:00,Course 321,40,35,87.5
Lab 2,2026-07-13,08:00,Course 203,30,22,73.3
Seminar 1,2026-07-18,12:00,Course 396,40,22,55.0
Conference 1,2026-07-20,10:00,Course 405,30,2,6.7
Lab 2,2026-07-20,10:00,Course 431,200,147,73.5
Seminar 1,2026-07-09,14:00,Course 499,40,19,47.5
Auditorium A,2026-07-08,12:00,Course 346,30,1,3.3
Seminar 1,2026-07-09,10:00,Course 138,100,69,69.0
Conference 1,2026-07-24,08:00,Course 226,40,14,35.0
Room 204,2026-07-08,14:00,Course 185,30,20,66.7
Lab 2,2026-07-21,12:00,Course 137,30,14,46.7
Room 101,2026-07-20,10:00,Course 297,30,22,73.3
Room 204,2026-07-26,14:00,Course 157,200,164,82.0
Room 101,2026-07-02,10:00,Course 386,40,26,65.0
Conference 1,2026-07-24,10:00,Course 232,200,18,9.0
Auditorium A,2026-07-10,14:00,Course 295,30,12,40.0
Conference 1,2026-07-18,10:00,Course 207,30,18,60.0
Lab 2,2026-07-03,14:00,Course 348,30,3,10.0
Room 204,2026-07-10,14:00,Course 458,40,1,2.5
Auditorium A,2026-07-25,14:00,Course 483,30,29,96.7
Conference 1,2026-07-15,08:00,Course 110,200,88,44.0
Seminar 1,2026-07-16,14:00,Course 337,100,83,83.0
Lab 2,2026-07-11,08:00,Course 320,30,23,76.7
Auditorium A,2026-07-10,14:00,Course 343,100,3,3.0
Lab 2,2026-07-05,10:00,Course 260,100,3,3.0
Lab 1,2026-07-10,08:00,Course 211,30,19,63.3
Room 204,2026-07-09,08:00,Course 173,200,137,68.5
Room 101,2026-07-05,08:00,Course 412,100,25,25.0
Auditorium A,2026-07-19,10:00,Course 191,200,12,6.0
Room 101,2026-07-04,12:00,Course 497,60,5,8.3
Seminar 1,2026-07-09,10:00,Course 281,60,30,50.0
Auditorium A,2026-07-26,14:00,Course 406,40,25,62.5
Lab 2,2026-07-21,14:00,Course 196,60,38,63.3
Conference 1,2026-07-02,10:00,Course 134,60,20,33.3
Conference 1,2026-07-09,10:00,Course 421,30,4,13.3
Lab 1,2026-07-03,08:00,Course 194,30,15,50.0
Auditorium A,2026-07-11,10:00,Course 480,100,9,9.0
Conference 1,2026-07-01,10:00,Course 263,40,30,75.0
Room 101,2026-07-14,12:00,Course 420,100,9,9.0
Auditorium A,2026-07-20,10:00,Course 452,40,21,52.5
Lab 2,2026-07-24,12:00,Course 312,30,16,53.3
Seminar 1,2026-07-18,14:00,Course 425,60,18,30.0
Lab 1,2026-07-26,08:00,Course 482,40,18,45.0
Lab 1,2026-07-15,10:00,Course 450,60,51,85.0
Lab 1,2026-07-20,10:00,Course 206,30,21,70.0
Conference 1,2026-07-08,14:00,Course 403,40,11,27.5
Seminar 1,2026-07-16,12:00,Course 108,30,30,100.0
Seminar 1,2026-07-17,08:00,Course 334,40,30,75.0
Seminar 1,2026-07-01,10:00,Course 410,200,122,61.0
Auditorium A,2026-07-06,14:00,Course 310,60,12,20.0
Lab 1,2026-07-10,12:00,Course 171,100,67,67.0
Seminar 1,2026-07-21,14:00,Course 264,100,33,33.0
Auditorium A,2026-07-01,08:00,Course 259,60,59,98.3
Conference 1,2026-07-23,08:00,Course 137,200,111,55.5
Lab 1,2026-07-16,10:00,Course 298,30,2,6.7
Conference 1,2026-07-17,14:00,Course 486,30,27,90.0
Lab 1,2026-07-24,14:00,Course 205,200,181,90.5
Conference 1,2026-07-14,08:00,Course 388,40,26,65.0
Conference 1,2026-07-06,12:00,Course 163,40,4,10.0
Lab 2,2026-07-12,08:00,Course 205,60,36,60.0
Lab 2,2026-07-02,14:00,Course 207,30,11,36.7
Room 204,2026-07-08,10:00,Course 322,60,5,8.3
Room 204,2026-07-10,12:00,Course 317,100,49,49.0
Lab 2,2026-07-20,10:00,Course 488,30,5,16.7
Lab 1,2026-07-13,12:00,Course 149,60,31,51.7
Conference 1,2026-07-01,08:00,Course 250,60,24,40.0
Conference 1,2026-07-24,12:00,Course 323,30,26,86.7
Lab 1,2026-07-04,10:00,Course 240,30,1,3.3
Room 204,2026-07-23,08:00,Course 353,30,16,53.3
Conference 1,2026-07-23,10:00,Course 234,30,12,40.0
Conference 1,2026-07-09,08:00,Course 259,40,9,22.5
Room 101,2026-07-08,12:00,Course 255,60,44,73.3
Auditorium A,2026-07-24,14:00,Course 284,60,41,68.3
Room 204,2026-07-27,08:00,Course 303,100,4,4.0
Lab 1,2026-07-04,12:00,Course 262,100,33,33.0
Seminar 1,2026-07-07,14:00,Course 404,40,38,95.0
Lab 1,2026-07-14,08:00,Course 134,30,19,63.3
Conference 1,2026-07-01,10:00,Course 302,60,22,36.7
Lab 2,2026-07-09,12:00,Course 384,30,2,6.7
Auditorium A,2026-07-16,14:00,Course 385,30,25,83.3
Seminar 1,2026-07-10,10:00,Course 446,60,36,60.0
Conference 1,2026-07-08,08:00,Course 187,40,18,45.0
Auditorium A,2026-07-01,14:00,Course 477,100,97,97.0
Seminar 1,2026-07-12,10:00,Course 383,60,60,100.0
Auditorium A,2026-07-05,14:00,Course 153,100,29,29.0
Seminar 1,2026-07-14,08:00,Course 358,200,194,97.0
Lab 2,2026-07-26,14:00,Course 413,100,25,25.0
Lab 1,2026-07-08,10:00,Course 178,60,21,35.0
Lab 1,2026-07-25,10:00,Course 371,60,26,43.3
Lab 2,2026-07-26,12:00,Course 138,30,2,6.7
Lab 1,2026-07-16,14:00,Course 475,40,18,45.0
Conference 1,2026-07-26,14:00,Course 372,60,51,85.0
Room 101,2026-07-21,10:00,Course 163,100,75,75.0
Auditorium A,2026-07-20,10:00,Course 448,30,18,60.0
Auditorium A,2026-07-22,08:00,Course 159,30,10,33.3
Lab 1,2026-07-22,12:00,Course 161,100,77,77.0
Room 101,2026-07-25,08:00,Course 223,200,146,73.0
Seminar 1,2026-07-03,08:00,Course 275,40,35,87.5
Lab 2,2026-07-27,10:00,Course 421,100,86,86.0
Lab 1,2026-07-18,08:00,Course 494,30,27,90.0
Room 204,2026-07-02,08:00,Course 188,200,169,84.5
Seminar 1,2026-07-27,12:00,Course 213,40,12,30.0
Lab 2,2026-07-03,08:00,Course 184,60,0,0.0
Seminar 1,2026-07-02,12:00,Course 440,100,56,56.0
Room 204,2026-07-26,12:00,Course 161,200,15,7.5
Conference 1,2026-07-28,10:00,Course 401,200,47,23.5
Lab 1,2026-07-18,14:00,Course 427,40,33,82.5
Conference 1,2026-07-26,10:00,Course 378,100,16,16.0
Conference 1,2026-07-12,14:00,Course 363,60,24,40.0
Conference 1,2026-07-07,08:00,Course 399,60,55,91.7
Lab 2,2026-07-28,08:00,Course 475,60,39,65.0
Seminar 1,2026-07-20,12:00,Course 290,30,25,83.3
Room 204,2026-07-25,08:00,Course 207,30,29,96.7
Room 101,2026-07-20,14:00,Course 296,40,34,85.0
Conference 1,2026-07-14,14:00,Course 120,40,1,2.5
Lab 2,2026-07-08,08:00,Course 468,60,15,25.0
Conference 1,2026-07-01,14:00,Course 352,40,38,95.0
Seminar 1,2026-07-19,12:00,Course 223,60,35,58.3
Conference 1,2026-07-13,10:00,Course 101,60,8,13.3
Room 204,2026-07-21,14:00,Course 465,30,5,16.7
Lab 1,2026-07-11,14:00,Course 437,100,75,75.0
Auditorium A,2026-07-17,12:00,Course 301,40,34,85.0
Auditorium A,2026-07-27,10:00,Course 400,100,38,38.0
Conference 1,2026-07-07,12:00,Course 202,40,28,70.0
Lab 2,2026-07-16,10:00,Course 140,200,195,97.5
Seminar 1,2026-07-12,10:00,Course 393,30,19,63.3
Room 101,2026-07-20,08:00,Course 454,40,35,87.5
Lab 2,2026-07-23,08:00,Course 485,40,34,85.0
Lab 2,2026-07-10,10:00,Course 368,40,21,52.5
Room 101,2026-07-15,12:00,Course 334,30,23,76.7
Auditorium A,2026-07-23,12:00,Course 361,100,74,74.0
Conference 1,2026-07-06,10:00,Course 333,30,2,6.7
Lab 1,2026-07-24,10:00,Course 314,40,16,40.0
Lab 1,2026-07-08,14:00,Course 298,100,42,42.0
Auditorium A,2026-07-18,10:00,Course 147,60,22,36.7
Room 204,2026-07-03,14:00,Course 304,60,15,25.0
Auditorium A,2026-07-04,08:00,Course 142,200,8,4.0
Lab 1,2026-07-17,14:00,Course 293,100,30,30.0
Auditorium A,2026-07-02,10:00,Course 149,60,13,21.7
