roll_no,name,branch,cgpa,technical_score,communication_score,internship_experience,readiness_index
CS2418,Student 419,Computer Science,5.4,47.3,38.3,3,44.2
CS2419,Student 420,Civil,9.2,36.7,78.0,0,56.5
CS2420,Student 421,Computer Science,9.8,58.7,60.8,2,63.3
CS2421,Student 422,Computer Science,7.3,94.8,84.0,2,79.7
CS2422,Student 423,Electrical,5.9,82.6,74.2,2,69.1
CS2423,Student 424,Mechanical,10.0,38.6,57.1,2,54.6
CS2424,Student 425,Civil,6.0,37.1,81.1,0,51.2
CS2425,Student 426,Computer Science,5.5,87.2,65.5,1,66.5
CS2426,Student 427,Civil,9.2,47.1,75.8,2,62.0
CS2427,Student 428,Computer Science,5.8,47.2,69.4,1,52.3
CS2428,Student 429,Electrical,7.0,78.9,64.6,2,66.9
CS2429,Student 430,Electrical,7.2,47.1,94.1,2,63.5
CS2430,Student 431,Civil,6.1,77.5,90.4,0,70.3
CS2431,Student 432,Civil,6.5,72.2,96.2,1,71.7
CS2432,Student 433,Civil,7.4,57.8,89.3,0,64.7
CS2433,Student 434,Computer Science,9.7,75.3,69.5,0,70.4
CS2434,Student 435,Computer Science,8.0,70.0,61.6,2,64.5
CS2435,Student 436,Civil,7.5,42.7,96.2,3,63.9
CS2436,Student 437,Mechanical,6.0,66.3,81.0,0,62.8
CS2437,Student 438,Electrical,9.1,44.8,55.7,1,53.8
CS2438,Student 439,Mechanical,7.9,53.4,89.7,0,64.1
CS2439,Student 440,Electrical,9.4,49.9,86.6,1,65.7
CS2440,Student 441,Mechanical,8.8,64.5,88.0,0,69.8
CS2441,Student 442,Mechanical,7.0,33.3,94.3,3,58.6
CS2442,Student 443,Electrical,6.5,66.2,57.2,3,59.6
CS2443,Student 444,Civil,5.7,98.3,62.0,0,69.3
CS2444,Student 445,Mechanical,7.9,65.7,89.3,2,70.9
CS2445,Student 446,Civil,8.9,80.1,48.9,1,65.5
CS2446,Student 447,Computer Science,9.1,46.8,55.8,3,56.7
CS2447,Student 448,Civil,8.4,39.9,54.9,3,52.2
CS2448,Student 449,Electrical,5.0,89.6,34.8,1,57.3
CS2449,Student 450,Mechanical,7.1,45.3,75.7,0,55.0
CS2450,Student 451,Electrical,5.5,87.1,72.1,3,70.5
CS2451,Student 452,Electrical,5.8,59.2,41.2,1,48.6
CS2452,Student 453,Electrical,9.8,36.1,95.7,3,65.8
CS2453,Student 454,Civil,6.5,68.6,79.4,3,67.3
CS2454,Student 455,Electrical,7.2,54.2,54.8,3,55.5
CS2455,Student 456,Electrical,6.7,42.2,82.3,2,57.0
CS2456,Student 457,Civil,7.5,97.2,82.6,3,81.7
CS2457,Student 458,Electrical,7.2,71.6,69.3,3,66.8
CS2458,Student 459,Electrical,9.7,42.0,43.6,0,49.3
CS2459,Student 460,Computer Science,7.6,73.2,92.4,2,74.2
CS2460,Student 461,Mechanical,5.8,56.5,34.7,1,45.6
CS2461,Student 462,Mechanical,5.5,63.7,81.1,0,60.8
CS2462,Student 463,Electrical,5.1,36.2,76.8,2,49.7
CS2463,Student 464,Computer Science,7.0,86.6,36.7,3,62.6
CS2464,Student 465,Civil,6.4,31.6,45.0,0,38.9
CS2465,Student 466,Mechanical,9.0,64.9,65.8,1,64.7
CS2466,Student 467,Computer Science,9.9,62.3,42.2,2,59.4
CS2467,Student 468,Electrical,6.5,47.6,39.1,3,46.8
CS2468,Student 469,Electrical,6.3,74.7,52.0,1,59.1
CS2469,Student 470,Computer Science,8.7,55.7,47.1,1,54.8
CS2470,Student 471,Computer Science,7.6,64.2,82.4,0,65.6
CS2471,Student 472,Mechanical,7.3,72.5,55.2,3,63.2
CS2472,Student 473,Computer Science,7.2,51.7,82.9,0,60.0
CS2473,Student 474,Civil,9.3,92.3,53.4,0,71.5
CS2474,Student 475,Mechanical,6.3,75.8,63.7,3,65.0
CS2475,Student 476,Computer Science,9.6,71.1,70.8,2,70.9
CS2476,Student 477,Mechanical,9.3,92.4,61.0,1,74.9
CS2477,Student 478,Computer Science,6.8,38.3,52.5,2,46.7
CS2478,Student 479,Civil,8.1,65.4,66.1,3,65.2
CS2479,Student 480,Electrical,6.1,80.2,52.8,3,63.1
CS2480,Student 481,Computer Science,6.2,70.7,62.4,1,60.4
CS2481,Student 482,Mechanical,5.8,85.9,41.9,1,59.5
CS2482,Student 483,Civil,6.0,53.9,39.5,2,47.4
CS2483,Student 484,Electrical,9.2,35.4,79.3,2,58.4
CS2484,Student 485,Mechanical,5.5,75.3,69.3,1,62.9
CS2485,Student 486,Electrical,7.6,33.4,51.6,0,44.0
CS2486,Student 487,Computer Science,9.9,56.4,78.6,3,68.9
CS2487,Student 488,Computer Science,8.7,43.1,47.9,2,51.0
CS2488,Student 489,Electrical,9.5,31.3,30.8,1,41.8
CS2489,Student 490,Computer Science,6.6,82.4,34.2,1,57.4
CS2490,Student 491,Computer Science,7.7,79.9,32.3,3,60.1
CS2491,Student 492,Computer Science,7.0,54.5,78.3,0,59.3
CS2492,Student 493,Electrical,8.6,58.7,52.9,3,59.5
CS2493,Student 494,Mechanical,8.2,40.4,47.3,0,46.8
CS2494,Student 495,Electrical,6.9,63.7,87.6,0,65.6
CS2495,Student 496,Mechanical,7.3,65.9,89.2,0,67.7
CS2496,Student 497,Mechanical,9.8,48.6,74.5,0,61.4
CS2497,Student 498,Computer Science,7.7,73.0,82.0,2,71.2
CS2498,Student 499,Computer Science,9.4,84.9,32.5,1,63.5
CS2499,Student 500,Computer Science,8.6,39.0,69.0,1,54.5
CS2500,Student 501,Electrical,6.0,47.0,94.3,1,60.1
CS2501,Student 502,Electrical,8.8,57.0,60.7,2,60.6
CS2502,Student 503,Computer Science,9.6,31.4,63.4,0,50.8
CS2503,Student 504,Mechanical,5.3,77.5,85.2,2,69.2
CS2504,Student 505,Computer Science,7.7,30.6,94.8,1,57.1
CS2505,Student 506,Mechanical,8.3,74.5,88.9,1,74.1
CS2506,Student 507,Mechanical,5.5,96.5,45.4,2,65.2
CS2507,Student 508,Civil,6.5,62.8,48.0,0,52.5
CS2508,Student 509,Mechanical,5.4,33.1,66.6,3,47.0
CS2509,Student 510,Civil,6.0,78.4,58.5,3,63.9
CS2510,Student 511,Mechanical,7.0,34.5,90.2,0,54.9
CS2511,Student 512,Civil,6.8,81.0,93.9,2,76.2
CS2512,Student 513,Mechanical,6.1,31.1,71.6,3,49.1
CS2513,Student 514,Civil,9.5,52.7,72.0,3,64.7
CS2514,Student 515,Electrical,5.5,31.3,46.2,2,39.4
CS2515,Student 516,Mechanical,9.9,98.2,59.4,2,78.9
CS2516,Student 517,Civil,8.2,98.0,42.0,2,70.2
CS2517,Student 518,Computer Science,6.1,60.5,98.0,1,66.8
CS2518,Student 519,Electrical,8.0,49.1,68.2,0,56.1
CS2519,Student 520,Electrical,8.0,42.2,52.1,0,48.5
CS2520,Student 521,Civil,9.2,90.3,74.4,3,79.8
CS2521,Student 522,Computer Science,5.5,60.3,56.0,3,54.9
CS2522,Student 523,Electrical,5.0,99.7,58.2,1,68.3
CS2523,Student 524,Civil,5.9,39.5,81.2,0,52.0
CS2524,Student 525,Electrical,6.5,60.3,59.0,0,54.8
CS2525,Student 526,Electrical,8.7,68.5,83.8,1,70.9
CS2526,Student 527,Computer Science,5.6,53.7,35.7,2,45.4
CS2527,Student 528,Civil,7.4,72.5,94.8,2,74.2
CS2528,Student 529,Electrical,9.8,53.3,83.0,3,68.8
CS2529,Student 530,Electrical,9.5,81.4,55.9,0,68.3
CS2530,Student 531,Electrical,9.3,54.2,37.5,1,52.5
CS2531,Student 532,Electrical,9.0,92.4,52.8,0,70.8
CS2532,Student 533,Mechanical,6.2,86.2,93.8,1,76.0
CS2533,Student 534,Electrical,5.6,52.4,62.5,2,52.9
CS2534,Student 535,Mechanical,6.9,53.5,72.4,0,56.9
CS2535,Student 536,Computer Science,8.0,60.8,70.4,2,63.4
CS2536,Student 537,Mechanical,7.6,63.7,63.8,0,59.8
CS2537,Student 538,Mechanical,9.7,41.3,98.2,3,68.4
CS2538,Student 539,Computer Science,6.4,83.4,51.4,0,61.6
CS2539,Student 540,Computer Science,9.8,61.6,63.4,1,64.3
CS2540,Student 541,Computer Science,9.0,79.2,68.7,2,72.3
CS2541,Student 542,Electrical,7.9,58.1,39.9,3,54.0
CS2542,Student 543,Mechanical,9.2,94.7,45.5,1,70.9
CS2543,Student 544,Civil,5.8,48.6,99.0,0,60.7
CS2544,Student 545,Computer Science,5.3,84.6,85.2,2,72.0
CS2545,Student 546,Computer Science,8.8,71.4,47.7,2,62.5
CS2546,Student 547,Mechanical,8.3,95.1,76.1,0,77.5
CS2547,Student 548,Civil,9.4,37.6,58.1,3,54.3
CS2548,Student 549,Civil,8.5,49.4,34.7,3,50.2
CS2549,Student 550,Electrical,6.5,56.4,73.7,1,58.7
CS2550,Student 551,Civil,9.4,78.4,55.7,0,66.9
CS2551,Student 552,Mechanical,8.0,97.9,76.7,3,81.2
CS2552,Student 553,Civil,9.9,92.4,32.0,3,69.4
CS2553,Student 554,Civil,9.5,55.2,49.1,2,57.8
CS2554,Student 555,Mechanical,9.8,60.7,47.6,0,58.2
CS2555,Student 556,Mechanical,9.5,47.0,87.8,2,66.1
CS2556,Student 557,Computer Science,8.8,96.9,74.9,0,78.8
CS2557,Student 558,Computer Science,7.8,82.2,99.9,3,81.5
CS2558,Student 559,Mechanical,6.3,98.3,37.1,1,64.1
CS2559,Student 560,Computer Science,9.3,69.0,37.5,3,60.5
CS2560,Student 561,Civil,6.4,50.4,40.8,0,45.2
CS2561,Student 562,Electrical,5.6,30.8,45.8,1,38.3
CS2562,Student 563,Mechanical,9.3,67.5,63.3,1,65.6
CS2563,Student 564,Computer Science,7.1,95.5,94.6,2,82.8
CS2564,Student 565,Computer Science,6.9,72.3,88.0,3,72.1
CS2565,Student 566,Computer Science,7.4,47.7,70.7,3,58.1
CS2566,Student 567,Electrical,6.9,74.2,58.7,0,61.1
CS2567,Student 568,Computer Science,9.9,62.9,42.4,0,57.7
CS2568,Student 569,Electrical,8.4,61.2,57.2,0,58.4
CS2569,Student 570,Computer Science,8.1,92.8,90.4,3,83.4
CS2570,Student 571,Mechanical,9.0,43.1,96.7,3,67.2
CS2571,Student 572,Mechanical,5.7,38.7,73.6,3,52.0
CS2572,Student 573,Computer Science,9.0,77.4,69.7,3,72.9
CS2573,Student 574,Mechanical,6.7,44.7,69.2,0,52.0
CS2574,Student 575,Mechanical,6.5,57.2,65.4,1,56.5
CS2575,Student 576,Computer Science,9.1,49.4,93.9,0,66.1
CS2576,Student 577,Electrical,6.0,31.0,67.2,1,45.6
CS2577,Student 578,Computer Science,6.6,36.2,49.0,1,43.4
CS2578,Student 579,Civil,9.6,48.3,78.5,0,62.1
CS2579,Student 580,Computer Science,7.1,66.0,91.5,3,71.0
CS2580,Student 581,Civil,10.0,59.2,64.6,1,64.1
CS2581,Student 582,Electrical,7.2,77.4,72.0,3,70.0
CS2582,Student 583,Computer Science,5.6,33.7,35.5,1,36.3
CS2583,Student 584,Computer Science,6.4,52.2,59.8,2,53.6
CS2584,Student 585,Mechanical,6.1,72.2,99.4,0,70.9
CS2585,Student 586,Mechanical,7.9,42.7,83.1,1,58.8
CS2586,Student 587,Electrical,6.6,90.8,49.5,1,65.4
CS2587,Student 588,Computer Science,9.1,73.0,76.2,1,71.3
CS2588,Student 589,Civil,6.6,72.0,94.0,2,72.2
CS2589,Student 590,Electrical,5.6,47.7,69.0,0,51.0
CS2590,Student 591,Electrical,10.0,70.9,46.2,1,63.2
CS2591,Student 592,Civil,5.4,45.9,99.2,2,60.9
CS2592,Student 593,Civil,9.9,86.2,51.0,1,70.6
CS2593,Student 594,Civil,6.3,50.2,32.1,3,45.3
CS2594,Student 595,Civil,5.1,55.9,96.6,3,64.5
CS2595,Student 596,Mechanical,5.3,78.8,83.9,2,69.3
CS2596,Student 597,Mechanical,8.1,59.6,43.0,3,55.9
CS2597,Student 598,Civil,5.7,93.8,73.5,1,72.0
CS2598,Student 599,Mechanical,5.1,45.0,71.0,1,50.5
CS2599,Student 600,Computer Science,7.9,60.9,38.4,1,52.7
CS2600,Student 601,Computer Science,6.9,83.1,62.1,1,66.7
CS2601,Student 602,Computer Science,7.6,91.1,44.5,0,65.0
CS2602,Student 603,Electrical,7.6,36.4,92.1,3,60.4
CS2603,Student 604,Electrical,10.0,34.4,58.5,1,52.3
CS2604,Student 605,Civil,5.7,83.8,47.5,2,61.2
CS2605,Student 606,Civil,6.4,84.3,63.7,2,67.6
CS2606,Student 607,Mechanical,6.4,57.5,50.6,3,54.0
CS2607,Student 608,Computer Science,8.6,68.0,74.6,1,67.8
CS2608,Student 609,Electrical,7.2,62.6,49.6,3,57.3
CS2609,Student 610,Electrical,6.8,94.6,72.5,3,76.2
CS2610,Student 611,Mechanical,5.3,33.7,52.8,0,39.9
CS2611,Student 612,Civil,7.4,34.1,42.4,3,44.2
CS2612,Student 613,Electrical,5.7,32.2,55.3,1,41.9
CS2613,Student 614,Electrical,8.4,33.6,62.1,3,51.9
CS2614,Student 615,Computer Science,6.6,32.8,65.2,3,48.9
CS2615,Student 616,Computer Science,9.1,76.7,37.7,3,63.2
CS2616,Student 617,Computer Science,9.4,59.1,99.1,2,74.2
CS2617,Student 618,Civil,6.6,65.1,73.8,2,63.4
CS2618,Student 619,Computer Science,8.4,85.3,63.3,0,69.9
CS2619,Student 620,Mechanical,7.7,68.7,70.0,3,66.9
CS2620,Student 621,Civil,7.8,42.1,66.3,0,52.3
CS2621,Student 622,Electrical,7.5,62.9,60.8,2,60.4
CS2622,Student 623,Civil,8.3,46.9,67.9,1,56.7
CS2623,Student 624,Mechanical,9.2,50.4,95.6,2,69.2
CS2624,Student 625,Civil,8.3,93.0,55.7,2,72.5
CS2625,Student 626,Computer Science,7.7,52.8,97.8,0,65.9
CS2626,Student 627,Mechanical,5.6,47.5,66.3,2,52.1
CS2627,Student 628,Computer Science,9.4,59.1,46.8,2,58.5
CS2628,Student 629,Computer Science,7.6,86.2,67.2,3,72.8
CS2629,Student 630,Electrical,5.2,31.3,80.8,3,50.2
CS2630,Student 631,Mechanical,8.9,60.3,81.1,3,69.2
CS2631,Student 632,Civil,7.1,70.7,86.7,2,70.5
CS2632,Student 633,Computer Science,6.2,69.1,42.1,0,52.7
CS2633,Student 634,Civil,9.3,67.7,93.2,3,76.6
CS2634,Student 635,Civil,7.3,89.6,56.5,1,68.4
CS2635,Student 636,Civil,6.8,44.7,94.6,0,59.9
CS2636,Student 637,Civil,8.1,87.8,95.3,2,81.9
CS2637,Student 638,Electrical,5.4,31.3,86.8,1,50.4
CS2638,Student 639,Mechanical,5.9,75.6,80.6,0,66.2
CS2639,Student 640,Civil,9.8,44.4,71.4,0,58.8
CS2640,Student 641,Civil,5.8,44.7,67.9,2,51.9
CS2641,Student 642,Electrical,8.9,80.6,64.7,3,72.5
CS2642,Student 643,Civil,5.6,85.3,32.3,0,55.0
CS2643,Student 644,Computer Science,8.4,46.0,45.0,2,50.7
CS2644,Student 645,Electrical,9.2,39.7,67.9,1,55.7
CS2645,Student 646,Mechanical,6.3,81.4,37.6,2,58.4
CS2646,Student 647,Computer Science,6.7,41.1,89.1,3,59.6
CS2647,Student 648,Computer Science,6.1,59.8,99.1,0,65.8
CS2648,Student 649,Mechanical,8.6,98.2,90.0,1,84.5
CS2649,Student 650,Mechanical,5.5,77.2,94.5,0,70.2
CS2650,Student 651,Civil,5.8,66.2,44.0,3,54.3
CS2651,Student 652,Mechanical,8.1,81.4,38.6,1,61.3
CS2652,Student 653,Civil,8.5,66.7,71.0,3,68.0
CS2653,Student 654,Electrical,5.1,40.0,78.2,1,50.7
CS2654,Student 655,Civil,8.7,41.7,79.2,2,59.8
CS2655,Student 656,Mechanical,9.2,87.4,74.6,2,77.7
CS2656,Student 657,Electrical,6.6,80.1,81.2,1,70.6
CS2657,Student 658,Computer Science,7.0,46.1,88.6,2,61.0
CS2658,Student 659,Civil,5.6,76.0,42.6,2,56.4
CS2659,Student 660,Civil,5.4,57.4,93.4,3,64.8
CS2660,Student 661,Mechanical,6.5,87.6,58.5,0,65.6
CS2661,Student 662,Electrical,8.5,45.1,40.9,3,50.3
CS2662,Student 663,Mechanical,5.1,59.2,45.8,0,47.6
CS2663,Student 664,Civil,7.7,40.6,46.6,0,45.6
CS2664,Student 665,Mechanical,6.1,35.9,91.2,3,56.9
CS2665,Student 666,Mechanical,5.2,67.4,49.1,0,52.1
CS2666,Student 667,Civil,9.7,59.2,31.0,0,52.4
CS2667,Student 668,Computer Science,7.9,86.3,76.3,2,75.2
CS2668,Student 669,Electrical,6.4,49.8,49.5,0,47.6
CS2669,Student 670,Mechanical,6.5,75.8,44.6,0,56.7
CS2670,Student 671,Mechanical,5.3,54.5,47.4,3,49.6
CS2671,Student 672,Computer Science,7.4,48.7,47.5,1,49.5
CS2672,Student 673,Computer Science,5.2,63.7,85.8,1,62.6
CS2673,Student 674,Computer Science,9.6,86.9,76.5,0,76.9
CS2674,Student 675,Mechanical,10.0,50.0,61.8,1,59.5
CS2675,Student 676,Civil,7.4,51.9,49.5,1,51.4
CS2676,Student 677,Mechanical,5.7,95.5,43.2,2,64.6
CS2677,Student 678,Electrical,7.1,37.7,40.4,0,41.4
CS2678,Student 679,Civil,8.6,89.5,61.5,2,73.5
CS2679,Student 680,Civil,6.5,30.1,91.4,0,52.5
CS2680,Student 681,Computer Science,6.3,73.4,87.4,0,68.2
CS2681,Student 682,Civil,6.2,98.2,69.0,3,75.4
CS2682,Student 683,Mechanical,7.4,90.4,61.3,2,71.3
CS2683,Student 684,Electrical,9.2,87.5,86.8,3,82.4
CS2684,Student 685,Computer Science,6.5,32.1,83.8,2,53.0
CS2685,Student 686,Computer Science,8.9,97.2,92.0,2,86.3
CS2686,Student 687,Computer Science,7.3,87.7,68.2,1,71.1
CS2687,Student 688,Computer Science,7.7,98.2,65.8,3,77.4
CS2688,Student 689,Electrical,6.9,94.7,86.8,0,77.7
CS2689,Student 690,Civil,5.5,58.7,93.7,0,62.6
CS2690,Student 691,Mechanical,7.5,84.5,55.9,0,65.6
CS2691,Student 692,Electrical,9.9,52.6,36.7,3,54.9
CS2692,Student 693,Mechanical,7.3,74.4,98.4,3,76.9
CS2693,Student 694,Mechanical,9.8,76.2,97.4,0,79.3
CS2694,Student 695,Electrical,9.6,96.0,96.4,0,86.5
CS2695,Student 696,Electrical,5.6,67.1,52.4,3,56.8
CS2696,Student 697,Civil,7.3,79.5,65.0,0,65.9
CS2697,Student 698,Computer Science,9.8,46.5,79.2,2,64.0
CS2698,Student 699,Electrical,9.7,69.5,87.8,3,76.5
CS2699,Student 700,Electrical,5.5,89.1,48.5,3,64.2
CS2700,Student 701,Electrical,6.7,37.0,86.0,3,57.0
CS2701,Student 702,Mechanical,5.8,30.2,85.9,0,49.5
CS2702,Student 703,Mechanical,5.8,94.5,81.1,3,76.7
CS2703,Student 704,Mechanical,8.2,96.9,94.9,2,85.6
CS2704,Student 705,Computer Science,6.8,74.5,55.6,0,60.1
CS2705,Student 706,Civil,9.8,77.1,43.6,0,63.5
CS2706,Student 707,Electrical,8.7,96.2,55.7,3,75.6
CS2707,Student 708,Computer Science,5.7,46.3,73.2,0,51.9
CS2708,Student 709,Mechanical,7.0,68.4,38.6,0,52.9
CS2709,Student 710,Mechanical,6.6,31.3,74.6,0,48.1
CS2710,Student 711,Civil,8.6,96.4,40.7,1,69.0
CS2711,Student 712,Mechanical,7.5,99.2,91.0,2,84.0
CS2712,Student 713,Electrical,6.0,36.3,46.0,1,41.3
CS2713,Student 714,Civil,6.6,52.3,30.8,2,45.4
CS2714,Student 715,Mechanical,8.7,64.5,61.0,3,64.5
CS2715,Student 716,Mechanical,7.1,64.7,76.6,0,63.1
CS2716,Student 717,Computer Science,7.2,63.8,94.2,2,70.2
CS2717,Student 718,Mechanical,7.5,69.2,44.0,0,55.9
CS2718,Student 719,Mechanical,9.7,89.6,65.7,3,78.0
CS2719,Student 720,Electrical,9.0,74.7,80.1,3,74.9
CS2720,Student 721,Civil,9.0,32.6,84.6,2,58.4
CS2721,Student 722,Computer Science,5.4,95.7,55.1,0,65.6
CS2722,Student 723,Civil,5.5,30.7,75.7,3,49.0
CS2723,Student 724,Electrical,8.3,85.5,66.9,1,71.9
CS2724,Student 725,Civil,6.9,48.2,92.9,0,61.0
CS2725,Student 726,Computer Science,5.2,49.2,48.1,2,46.5
CS2726,Student 727,Computer Science,8.6,32.1,67.7,0,50.3
CS2727,Student 728,Electrical,5.5,77.0,80.2,0,65.9
CS2728,Student 729,Civil,5.1,33.6,39.8,0,35.6
CS2729,Student 730,Mechanical,7.2,69.7,92.1,2,71.9
CS2730,Student 731,Computer Science,9.2,53.9,30.6,1,50.1
CS2731,Student 732,Mechanical,5.7,47.2,62.4,2,51.0
CS2732,Student 733,Computer Science,7.3,84.2,48.5,0,62.8
CS2733,Student 734,Civil,8.5,81.1,98.1,0,78.9
CS2734,Student 735,Civil,6.3,35.6,75.9,3,52.6
CS2735,Student 736,Civil,8.4,97.2,89.6,3,85.6
CS2736,Student 737,Mechanical,9.9,98.4,87.0,0,85.3
CS2737,Student 738,Electrical,9.0,93.8,38.9,2,69.2
CS2738,Student 739,Computer Science,6.9,58.0,35.6,2,49.7
CS2739,Student 740,Civil,9.0,56.8,69.0,3,64.4
CS2740,Student 741,Computer Science,7.6,74.9,43.9,0,58.3
CS2741,Student 742,Computer Science,5.1,86.8,93.8,1,74.1
CS2742,Student 743,Computer Science,8.5,52.0,64.3,1,58.1
CS2743,Student 744,Mechanical,6.3,91.5,37.2,1,61.4
CS2744,Student 745,Electrical,9.5,40.5,85.2,3,63.8
CS2745,Student 746,Computer Science,9.7,52.2,76.6,2,65.3
CS2746,Student 747,Civil,5.2,65.7,38.0,2,50.1
CS2747,Student 748,Mechanical,7.9,34.9,94.8,1,59.2
CS2748,Student 749,Computer Science,6.2,68.1,90.2,0,66.7
CS2749,Student 750,Computer Science,9.6,43.5,57.0,3,56.7
CS2750,Student 751,Mechanical,8.7,41.0,88.4,0,60.3
CS2751,Student 752,Civil,6.9,46.4,44.7,1,46.8
CS2752,Student 753,Civil,8.3,98.7,32.1,3,68.7
CS2753,Student 754,Mechanical,5.3,93.9,34.2,3,61.4
CS2754,Student 755,Mechanical,8.9,73.2,59.4,2,66.9
CS2755,Student 756,Electrical,8.9,65.8,44.0,1,58.3
CS2756,Student 757,Computer Science,9.8,83.4,95.5,2,83.6
CS2757,Student 758,Civil,7.9,68.4,66.4,2,65.1
CS2758,Student 759,Electrical,7.5,43.0,32.4,0,41.9
CS2759,Student 760,Computer Science,5.5,39.9,43.4,1,41.0
CS2760,Student 761,Electrical,5.8,80.8,82.2,0,68.6
CS2761,Student 762,Mechanical,9.9,45.0,67.1,0,57.9
CS2762,Student 763,Civil,5.9,69.3,36.2,3,53.4
CS2763,Student 764,Computer Science,7.0,58.3,71.0,3,61.6
CS2764,Student 765,Civil,5.1,81.2,88.4,2,71.2
CS2765,Student 766,Electrical,7.9,48.0,78.6,3,61.6
CS2766,Student 767,Computer Science,6.5,42.3,32.9,3,42.8
CS2767,Student 768,Mechanical,7.0,79.6,67.4,0,66.1
CS2768,Student 769,Electrical,6.3,69.3,72.4,3,65.0
CS2769,Student 770,Electrical,7.1,39.2,58.0,1,48.3
CS2770,Student 771,Computer Science,9.1,84.8,84.3,2,79.4
CS2771,Student 772,Mechanical,7.3,95.8,65.3,3,75.5
CS2772,Student 773,Computer Science,9.0,69.2,57.1,2,64.8
CS2773,Student 774,Electrical,8.9,30.1,48.2,2,46.3
CS2774,Student 775,Electrical,9.4,46.7,44.0,2,52.7
CS2775,Student 776,Civil,8.4,79.1,82.9,2,75.3
CS2776,Student 777,Electrical,8.0,37.9,79.6,1,56.0
CS2777,Student 778,Mechanical,7.8,51.8,85.6,3,65.0
CS2778,Student 779,Civil,7.1,37.2,83.7,3,57.2
CS2779,Student 780,Civil,7.4,88.6,53.3,3,69.2
CS2780,Student 781,Civil,6.7,98.8,75.8,1,76.7
CS2781,Student 782,Electrical,7.1,39.0,78.0,0,53.2
CS2782,Student 783,Civil,7.6,97.6,59.4,2,74.1
CS2783,Student 784,Mechanical,8.8,84.9,93.1,0,79.5
CS2784,Student 785,Mechanical,9.6,94.6,46.6,3,74.0
CS2785,Student 786,Electrical,6.8,88.3,68.1,2,71.3
CS2786,Student 787,Mechanical,9.5,49.2,38.1,3,53.1
CS2787,Student 788,Electrical,9.1,79.6,37.3,3,64.2
CS2788,Student 789,Electrical,9.0,70.5,48.9,1,61.9
CS2789,Student 790,Computer Science,7.7,38.3,91.9,1,59.3
CS2790,Student 791,Electrical,7.2,94.0,64.5,0,71.4
CS2791,Student 792,Computer Science,7.8,79.2,49.7,2,64.2
CS2792,Student 793,Mechanical,8.3,64.2,69.2,0,63.0
CS2793,Student 794,Civil,7.1,40.8,34.2,0,40.8
CS2794,Student 795,Electrical,6.6,43.9,48.0,1,46.2
CS2795,Student 796,Mechanical,5.7,51.1,36.9,1,43.9
CS2796,Student 797,Computer Science,9.1,79.3,37.5,1,62.2
CS2797,Student 798,Civil,5.0,64.0,46.9,0,49.7
CS2798,Student 799,Electrical,6.9,64.4,56.3,0,56.5
CS2799,Student 800,Civil,8.9,45.6,84.0,3,64.2
CS2800,Student 801,Mechanical,8.3,55.9,35.8,2,51.7
CS2801,Student 802,Mechanical,6.4,97.8,53.0,3,70.8
CS2802,Student 803,Mechanical,6.7,69.3,76.1,3,66.9
CS2803,Student 804,Civil,6.8,65.0,67.1,0,59.7
CS2804,Student 805,Computer Science,7.0,84.2,85.6,0,73.4
CS2805,Student 806,Computer Science,6.1,77.3,53.8,3,62.3
CS2806,Student 807,Civil,7.0,60.0,79.6,2,63.9
CS2807,Student 808,Electrical,9.2,30.5,44.5,3,47.0
CS2808,Student 809,Electrical,8.8,58.5,43.0,0,53.9
CS2809,Student 810,Civil,7.7,32.6,80.3,3,55.5
CS2810,Student 811,Mechanical,7.3,57.3,84.0,3,65.7
CS2811,Student 812,Computer Science,6.5,93.0,44.0,1,64.4
CS2812,Student 813,Mechanical,9.0,95.4,38.7,3,70.8
CS2813,Student 814,Mechanical,8.1,47.1,35.3,1,46.6
CS2814,Student 815,Computer Science,5.9,63.2,40.8,3,52.3
CS2815,Student 816,Mechanical,6.3,51.7,37.1,3,47.4
CS2816,Student 817,Civil,8.9,70.7,86.0,3,74.9
CS2817,Student 818,Mechanical,7.5,79.2,54.5,3,66.0
CS2818,Student 819,Civil,9.3,37.8,40.2,1,46.8
CS2819,Student 820,Civil,8.7,56.6,61.6,0,58.5
CS2820,Student 821,Mechanical,8.0,88.6,42.1,2,66.1
CS2821,Student 822,Civil,7.9,68.0,83.4,1,69.0
CS2822,Student 823,Computer Science,5.7,91.6,87.8,0,74.4
CS2823,Student 824,Computer Science,7.6,34.2,32.5,2,40.6
CS2824,Student 825,Electrical,8.8,67.0,98.6,0,74.0
CS2825,Student 826,Electrical,7.7,82.6,35.7,2,61.1
CS2826,Student 827,Computer Science,8.0,51.8,98.4,2,68.2
CS2827,Student 828,Mechanical,5.9,76.3,55.9,3,62.1
CS2828,Student 829,Civil,6.9,78.8,44.5,1,59.7
CS2829,Student 830,Civil,6.9,32.8,48.2,3,44.4
CS2830,Student 831,Electrical,8.5,55.0,51.7,3,57.5
CS2831,Student 832,Civil,9.1,38.1,90.4,0,60.6
CS2832,Student 833,Civil,5.7,64.2,62.6,3,58.9
CS2833,Student 834,Electrical,7.5,93.4,32.4,0,62.1
CS2834,Student 835,Civil,5.6,53.3,87.1,2,60.7
CS2835,Student 836,Civil,8.7,50.1,73.3,0,59.4
CS2836,Student 837,Civil,8.5,40.6,44.9,0,46.7
